DATE,TEAM,POINTS,HOME_AWAY,WIN_PROB,PRED_SPREAD,WON,ACTUAL_SPREAD
2022-11-16,Sacred Heart Pioneers,81.0,away,0.0,0.0,False,-9.0
2022-11-17,Radford Highlanders,79.0,home,0.0,0.0,True,45.0
2022-11-17,Averett Cougars,34.0,away,0.0,0.0,False,-45.0
2022-11-17,Columbia Lions,70.0,home,0.0,0.0,True,5.0
2022-11-17,Delaware State Hornets,65.0,away,0.0,0.0,False,-5.0
2022-11-17,Canisius Golden Griffins,57.0,home,0.0,0.0,False,-1.0
2022-11-17,Cleveland State Vikings,58.0,away,0.0,0.0,True,1.0
2022-11-17,North Carolina Central Eagles,109.0,home,0.0,0.0,True,59.0
2022-11-17,Mid-Atlantic Christian Mustangs,50.0,away,0.0,0.0,False,-59.0
2022-11-17,Tulane Green Wave,99.0,home,0.0,0.0,True,20.0
2022-11-17,Charleston Southern Buccaneers,79.0,away,0.0,0.0,False,-20.0
2022-11-17,Ohio State Buckeyes,65.0,home,0.0,0.0,True,22.0
2022-11-17,Eastern Illinois Panthers,43.0,away,0.0,0.0,False,-22.0
2022-11-16,Pittsburgh Panthers,60.0,home,0.0,0.0,False,-31.0
2022-11-16,Michigan Wolverines,91.0,away,0.0,0.0,True,31.0
2022-11-17,Tennessee Volunteers,81.0,home,0.0,0.0,True,31.0
2022-11-17,Florida Gulf Coast Eagles,50.0,away,0.0,0.0,False,-31.0
2022-11-17,East Carolina Pirates,82.0,home,0.0,0.0,True,9.0
2022-11-17,Hampton Pirates,73.0,away,0.0,0.0,False,-9.0
2022-11-17,Robert Morris Colonials,111.0,home,0.0,0.0,True,55.0
2022-11-17,West Virginia Wesleyan Bobcats,56.0,away,0.0,0.0,False,-55.0
2022-11-17,Lehigh Mountain Hawks,64.0,home,0.0,0.0,True,10.0
2022-11-17,Marist Red Foxes,54.0,away,0.0,0.0,False,-10.0
2022-11-17,Northeastern Huskies,69.0,home,0.0,0.0,False,-1.0
2022-11-17,Harvard Crimson,70.0,away,0.0,0.0,True,1.0
2022-11-17,American University Eagles,71.0,home,0.0,0.0,True,7.0
2022-11-17,William & Mary Tribe,64.0,away,0.0,0.0,False,-7.0
2022-11-17,Northern Kentucky Norse,64.0,home,0.0,0.0,True,13.0
2022-11-17,Cincinnati Bearcats,51.0,away,0.0,0.0,False,-13.0
2022-11-17,Detroit Mercy Titans,88.0,home,0.0,0.0,True,14.0
2022-11-17,Ohio Bobcats,74.0,away,0.0,0.0,False,-14.0
2022-11-17,Toledo Rockets,112.0,home,0.0,0.0,True,22.0
2022-11-17,Oakland Golden Grizzlies,90.0,away,0.0,0.0,False,-22.0
